CODIGO_CLIENTE;NOME_CLIENTE;DATA_NASCIMENTO;IDADE_CLIENTE;DESCRICAO_ENDERECO;NUMERO_ENDERECO;NOME_CIDADE;NUMERO_TELEFONE;EMAIL_CLIENTE;OCUPACAO_CLIENTE
1139;Raul Aragão;1982-06-24;41;Estrada Gonçalves;153;Gomes de Alves;(031) 4719-7450;carlos-eduardo13@yahoo.com.br;Auxiliar de serviços gerais
1140;Raul Nascimento;1999-06-29;24;Núcleo Maria Vitória da Mata;80;da Mota;+55 (071) 9496 6347;vgomes@hotmail.com;Controlador de vôo
1141;Raul Novaes;1984-03-13;39;Esplanada de Ribeiro;41;Lopes;(081) 8083 2413;ydas-neves@ribeiro.org;Gestor público
1142;Raul Viana;1985-03-21;38;Via Mirella Moraes;6;Souza do Campo;(041) 4242 2829;gabrielteixeira@bol.com.br;Técnico em documentação
1143;Rebeca Carvalho;1979-04-24;44;Sítio de Costa;251;Almeida;61 6597 6553;lavinianovaes@hotmail.com;Instrumentador cirúrgico
1144;Rebeca Fogaça;2009-04-13;14;Residencial Isis Moreira;37;da Conceição Verde;+55 (041) 6991-0784;maria-sophia17@gmail.com;Especialista em agronegócios
1145;Rebeca Gomes;2023-02-28;0;Sítio de Moura;610;Freitas do Amparo;(031) 8579-7171;catarinada-conceicao@nogueira.org;Meteorologista
1146;Rebeca Gonçalves;2020-11-04;3;Vila Moraes;29;Ferreira;0800 268 9623;mariane10@bol.com.br;Técnico tributarista
1147;Renan Costa;1977-11-14;46;Setor Cardoso;11;Souza das Pedras;(084) 2852 9307;azevedomaria@da.br;Jóquei
1148;Renan Cunha;1976-07-31;47;Lago Santos;4;Lopes de Minas;+55 (061) 6562-5779;marcos-vinicius74@uol.com.br;Telefonista
1149;Renan Farias;2003-01-19;21;Colônia de Silveira;85;Ribeiro de Fogaça;0500-886-0224;souzadavi-lucca@hotmail.com;Engenheiro sanitarista
1150;Renan Fernandes;2005-04-22;18;Vereda de Vieira;34;Farias Paulista;+55 31 9044-8164;ssales@bol.com.br;Gastroenterologista
1151;Renan Fogaça;1995-02-27;28;Estação Gabriela Ferreira;307;das Neves;+55 (031) 6241-8459;maria-clara23@gmail.com;Torneiro mecânico
1152;Renan Moreira;1985-09-03;38;Trecho Thales Freitas;78;Pires;+55 11 4859 5295;vmoreira@pereira.com;Neonatologista
1153;Renan Rezende;2022-07-13;1;Loteamento Nicole da Luz;90;Cardoso de Minas;(061) 7686 7673;davi-lucasgomes@fogaca.br;Ufólogo
1154;Renan Ribeiro;2021-10-03;2;Passarela de Araújo;7;Duarte;+55 (051) 2951 6432;pereiramariana@gmail.com;Compositor
1155;Renan da Costa;1998-03-30;25;Vila Costa;2;Silveira;71 8385-8569;otaviocaldeira@monteiro.org;Auxiliar administrativo
1156;Renan da Cunha;2012-11-08;11;Rua de Viana;184;Nunes das Pedras;0900 411 0225;arthurdas-neves@moreira.com;Engenheiro de processos
1157;Renan da Paz;2017-12-02;6;Colônia de Gonçalves;5;da Mata de Goiás;(021) 9764 9432;lcarvalho@costa.com;Engraxate
1158;Renan da Rocha;2002-02-22;21;Chácara Otávio Vieira;8;Moreira da Prata;61 5968-2645;ppereira@bol.com.br;Baixista
1159;Renan da Rosa;1991-12-29;32;Campo Sophie Moraes;81;da Rosa;(081) 9437-2260;knunes@gmail.com;Chapeiro
1160;Rodrigo Almeida;2007-09-15;16;Sítio Caldeira;73;Gonçalves;0500-621-5562;ana-lauracaldeira@uol.com.br;Tecnólogo em navegação fluvial
1161;Rodrigo Almeida;1978-07-08;45;Condomínio Lopes;142;Rodrigues das Pedras;21 3682 7661;renan29@yahoo.com.br;Técnico em documentação
1162;Rodrigo Campos;1998-12-15;25;Avenida Maria Vitória Ribeiro;59;da Rocha do Amparo;61 5065-4183;ribeirojoao-guilherme@yahoo.com.br;Desembargador de justiça
1163;Rodrigo Costela;1974-10-30;49;Conjunto Viana;5;Viana de Minas;(011) 5946-7000;pfogaca@ig.com.br;Agrônomo
1164;Rodrigo Duarte;1995-12-03;28;Recanto João Guilherme Barros;70;Duarte;81 6201 0172;felipesales@sales.net;Cientista social
1165;Rodrigo Monteiro;1993-07-12;30;Fazenda de Alves;98;Gomes;+55 84 5855-3679;da-luzlucca@bol.com.br;Faturista
1166;Rodrigo Pires;1972-06-30;51;Recanto de Fogaça;96;Jesus;+55 (011) 7703-5578;ocostela@uol.com.br;Cinegrafista
1167;Ryan Ferreira;1986-12-04;37;Condomínio Araújo;906;Peixoto da Praia;+55 11 7635 1839;arthurfreitas@melo.org;Cantor
1168;Ryan Porto;2005-08-30;18;Pátio Fogaça;276;da Rosa;0800-722-5443;ana-vitoriada-costa@yahoo.com.br;Agente comunitário de saúde
1169;Sabrina Costa;2015-02-19;8;Condomínio Almeida;50;Rocha de Araújo;+55 (084) 3170 0565;ana59@ribeiro.br;Conferente de recebimento
1170;Sabrina Teixeira;1980-02-10;43;Colônia Moraes;12;Jesus Alegre;71 7670-0660;nunesyuri@costa.net;Técnico em aviação
1171;Samuel Caldeira;2000-05-30;23;Vila Ana Julia Barbosa;14;Carvalho de Alves;0300-562-8963;bcunha@bol.com.br;Pesquisador
1172;Samuel Nunes;2003-04-21;20;Viaduto Moreira;68;Vieira do Galho;+55 84 9512 8573;valentinaviana@ig.com.br;Metalúrgico
1173;Samuel Silveira;2006-11-25;17;Viaduto Almeida;40;Rodrigues;21 5792-6256;rnascimento@yahoo.com.br;Tecnólogo em desenvolvimento social
1174;Samuel da Conceição;1995-09-06;28;Lago de Santos;7;Pinto Verde;11 4930 5306;da-rosapedro-miguel@hotmail.com;Juiz de direito
1175;Samuel da Cruz;2012-03-23;11;Praça de Vieira;34;Gonçalves de Costela;0500 334 5242;fmoura@costela.net;Policial civil
1176;Sarah Campos;1972-10-28;51;Viaduto Castro;82;Pereira;0800-917-7773;camilacaldeira@costela.com;Construtor
1177;Sarah Dias;2015-08-26;8;Praça Cavalcanti;63;Cardoso do Amparo;(081) 9295-4100;apinto@yahoo.com.br;Piloto de avião
1178;Sarah Fogaça;1986-06-10;37;Vereda Luiz Fernando Cavalcanti;16;da Conceição;+55 31 7014 3368;msantos@gmail.com;Podólogo
1179;Sarah Nunes;1978-05-23;45;Viela Rodrigues;542;Melo de Goiás;(061) 9721-8141;marianaoliveira@correia.br;Radiooperador de vôo
1180;Sarah Pires;2014-11-26;9;Rodovia da Paz;529;Nunes do Campo;+55 84 7677-5258;lazevedo@uol.com.br;Chapeiro
1181;Sarah Silva;2002-12-24;21;Estação Marcos Vinicius da Cunha;84;Cunha do Galho;+55 (081) 0308-6739;natalia39@dias.br;DJ
1182;Sarah da Paz;2005-05-12;18;Rua Maria Cecília Porto;30;Santos da Serra;21 4013-1309;olopes@gmail.com;Técnico em hardware
1183;Sofia Oliveira;1994-01-30;29;Parque Duarte;35;Jesus das Pedras;84 8929 9100;cardosotheo@gmail.com;Aeroviário
1184;Sofia Santos;2016-06-16;7;Avenida Rafaela das Neves;55;Silva Paulista;+55 (071) 6671-3447;heloisalima@gmail.com;Técnico de som
1185;Sofia Silveira;1990-10-14;33;Praia de Araújo;48;da Rosa;0900 663 6714;csilva@almeida.com;Engenheiro de controle e automação
1186;Sofia da Paz;1997-02-10;26;Favela de Rocha;56;Aragão dos Dourados;+55 (041) 1218 3201;gustavo-henriquecastro@goncalves.com;Endocrinologista
1187;Sophia Cardoso;2018-02-07;5;Sítio de Barros;657;Barros;+55 (081) 8485-2158;rocharebeca@gmail.com;Governanta
1188;Sophia Fogaça;1981-01-05;43;Área de Cardoso;69;Alves das Flores;(031) 2910 2308;nina74@yahoo.com.br;Encanador
1189;Sophia Freitas;1995-05-23;28;Vereda de Mendes;36;Pires do Galho;+55 84 0786 1449;biancavieira@hotmail.com;Leão de chácara
1190;Sophia Nascimento;1982-04-06;41;Quadra Ana Beatriz da Rosa;45;Carvalho;11 7769 7558;salesrenan@yahoo.com.br;Tecnólogo em negócios imobiliários
1191;Sophia Nascimento;2003-04-25;20;Vila de da Mata;600;Cardoso;41 3467-1705;vieiranoah@yahoo.com.br;Anestesiologista
1192;Sophia Rezende;1995-11-07;28;Vila Gomes;63;da Mata;0500 444 9390;pietrobarros@yahoo.com.br;Instalador de linha telefônica
1193;Sophia Sales;1987-05-26;36;Área de Rezende;50;Teixeira Grande;+55 71 5268-4186;fogacamirella@gmail.com;Lutador de luta livre
1194;Sophia Teixeira;2015-06-01;8;Conjunto Gomes;8;Fernandes;(031) 2210-0903;monteiroisabel@rezende.com;Produtor de multimídia
1195;Sophia da Cunha;1991-08-22;32;Lagoa de Pereira;858;Freitas;51 7671 8190;da-luzian@martins.br;Aeroviário
1196;Sophie Dias;2022-04-28;1;Favela Moraes;42;Rodrigues das Flores;+55 31 0019-2602;mramos@uol.com.br;Comandante
1197;Sr. Anthony Rodrigues;1971-12-08;52;Praça Viana;56;Novaes;0900 151 5629;ramosenzo-gabriel@ramos.br;Profissional de relações internacionais
1198;Sr. Anthony Vieira;1973-03-31;50;Rua de Gomes;77;Oliveira do Sul;+55 51 9864 7642;caroline06@dias.br;Médico
1199;Sr. Benício Pinto;1984-01-16;40;Parque de Dias;2;Pinto do Oeste;(071) 2500 7373;zda-rocha@da.br;Borracheiro
1200;Sr. Bruno Costa;2018-04-28;5;Alameda Rocha;66;Barbosa do Galho;31 4417 1129;irezende@gmail.com;Segurança particular
1201;Sr. Bruno Freitas;1991-09-12;32;Distrito de das Neves;91;Novaes;11 1523-6425;barbosathiago@hotmail.com;Policial federal
1202;Sr. Caio Novaes;2004-06-07;19;Setor Correia;9;Freitas da Mata;(051) 9313-3735;bnogueira@lopes.com;Técnico em tratamento de água
1203;Sr. Calebe Martins;1984-06-26;39;Residencial de Silva;889;Monteiro;+55 (081) 2722-9912;dalmeida@lima.com;Borracheiro
1204;Sr. Carlos Eduardo Ferreira;1980-02-09;43;Trecho Moura;850;Teixeira da Serra;(041) 0267-4648;piresisaac@uol.com.br;Personal trainer
1205;Sr. Cauã Correia;2020-12-26;3;Vereda Carolina da Rocha;32;Cunha de Rodrigues;+55 41 6758 6365;ana81@ig.com.br;Peão de rodeiro
1206;Sr. Cauã Gomes;2017-07-26;6;Praia Alves;11;Ribeiro Verde;51 2963 0997;msilveira@nunes.com;Pintor
1207;Sr. Daniel Azevedo;1974-01-24;50;Viela de Viana;18;Costa de Minas;71 8361-3399;rodriguesluiz-felipe@uol.com.br;Bailarina
1208;Sr. Danilo Nunes;2016-09-18;7;Praia de Caldeira;86;Pereira de Costa;+55 (011) 0077 5645;arthurda-rosa@almeida.org;Engenheiro de segurança do trabalho
1209;Sr. Davi Lucca Souza;1978-05-12;45;Loteamento Natália Freitas;5;Ramos;11 8457 1157;da-cunhadavi-lucca@bol.com.br;Engenheiro químico
1210;Sr. Diogo da Cruz;1984-10-15;39;Viaduto de Pires;26;Fogaça Grande;+55 (041) 7528 6964;andre17@uol.com.br;Patologista oral
1211;Sr. Emanuel Silveira;1980-08-15;43;Lagoa Martins;33;Campos;(061) 6744-9946;juliacastro@nogueira.com;Cobaia Médica
1212;Sr. Erick Caldeira;2000-05-27;23;Viaduto Oliveira;34;Costa de Minas;0500-817-9892;martinsmarina@ig.com.br;Karateca
1213;Sr. Felipe Gomes;2022-12-26;1;Travessa Anthony da Mota;812;Cardoso;+55 61 9220 1801;smoura@bol.com.br;Gerente de riscos em seguros
1214;Sr. Gabriel Azevedo;1990-10-03;33;Fazenda de Pires;18;Caldeira de Peixoto;61 0454 6076;luanadas-neves@ramos.br;Cumim
1215;Sr. Gustavo Henrique Araújo;2009-03-23;14;Vale Santos;49;Correia;+55 (081) 5494-9118;dmoreira@peixoto.com;Cobrador de ônibus
1216;Sr. Gustavo Henrique Pires;2009-12-03;14;Núcleo de Castro;83;Gomes da Mata;+55 84 9776 9849;carvalholaura@ig.com.br;Soldador
1217;Sr. Henrique Freitas;2012-01-14;12;Núcleo da Luz;60;Souza;(031) 8196-3846;ealmeida@da.br;Sonoplasta
1218;Sr. Ian Ferreira;1993-04-09;30;Alameda de da Conceição;887;Nunes;+55 (081) 4234-8680;razevedo@da.br;Gestor de qualidade
1219;Sr. Igor da Conceição;1985-08-20;38;Viaduto de Correia;74;Nogueira;(021) 6466 0328;mouradavi@ig.com.br;Capitão
1220;Sr. Isaac Gonçalves;1975-11-24;48;Setor Lucas Gabriel Costa;8;Castro Grande;0900-426-3956;jesusisis@bol.com.br;Produtor editorial
1221;Sr. Joaquim Farias;1998-11-26;25;Ladeira Jesus;79;Pires;81 8769 5954;silvatheo@fogaca.org;Biotecnólogo
1222;Sr. João Felipe Pires;2003-01-08;21;Campo Melo;94;Cardoso de Ribeiro;+55 41 2921 4171;vicente67@hotmail.com;Oficial de justiça
1223;Sr. João Felipe da Rosa;2008-11-09;15;Favela Pedro Miguel Costela;9;Ribeiro do Sul;(011) 9412-4977;evieira@fogaca.com;Comprador
1224;Sr. João Miguel Lima;2009-02-12;14;Condomínio de Nogueira;35;Caldeira da Serra;84 3862 5261;barbosapaulo@hotmail.com;Moldureiro
1225;Sr. João Miguel Rodrigues;2014-04-19;9;Lagoa de da Mata;4;Costela;+55 61 4716-9967;da-conceicaoisabella@vieira.org;Limpador de vidros
1226;Sr. Kevin Castro;2019-05-12;4;Campo de Fernandes;684;Fogaça da Prata;+55 31 9086 9239;oliveiramatheus@ferreira.br;Endodontista
1227;Sr. Leonardo Nascimento;2002-05-31;21;Ladeira Campos;71;da Paz do Campo;+55 41 0670 2452;thales33@ig.com.br;Capitão
1228;Sr. Levi Melo;1973-06-12;50;Praia Oliveira;59;Pinto Verde;11 5382 2082;erickgoncalves@bol.com.br;Enólogo
1229;Sr. Lorenzo Campos;2008-10-13;15;Morro de Carvalho;910;Moraes de Rezende;(031) 3203-0111;olivia07@pereira.com;Headhunter
1230;Sr. Lorenzo Silva;1996-01-05;28;Fazenda de Carvalho;24;Costela;+55 71 9407-8015;moreiraalexandre@uol.com.br;Engenheiro florestal
1231;Sr. Lorenzo da Cunha;2004-05-30;19;Vereda Otávio Gomes;35;Correia do Campo;31 8294-1012;silveiravinicius@hotmail.com;Subprefeito
1232;Sr. Lucas Ferreira;1976-03-30;47;Estrada Guilherme Gomes;5;Aragão;(021) 2888 3532;lda-luz@nunes.br;Espeleologista
1233;Sr. Lucca Pinto;1994-09-18;29;Morro Pinto;65;Duarte Paulista;0500-656-4191;vicenteda-cruz@ig.com.br;Instrutor
1234;Sr. Luiz Felipe Nunes;1998-07-23;25;Trecho Esther Carvalho;28;Nogueira do Norte;(061) 1592 6857;gabriela08@farias.br;Adestrador de animais
1235;Sr. Luiz Felipe da Rocha;2012-02-01;11;Largo de Oliveira;367;Novaes do Campo;+55 (031) 9489 6542;jda-rocha@bol.com.br;Prefeito
1236;Sr. Pedro Lucas Novaes;1973-07-26;50;Via Júlia da Mota;37;Fogaça;81 6352-2976;correiaisaac@hotmail.com;Programador
1237;Sr. Pietro Barbosa;2017-06-28;6;Vereda de Cardoso;3;Dias de Azevedo;0800 470 4511;rodriguescaue@nunes.com;Lutador de luta livre
1238;Sr. Rafael Cardoso;1999-09-16;24;Largo Castro;70;Oliveira da Praia;84 1831 4756;raulnascimento@alves.com;Gerente de vendas
1239;Sr. Raul Santos;1989-06-18;34;Praia da Rosa;764;Ramos de Porto;(031) 7819-7429;rodrigo24@cardoso.org;Juiz de direito
1240;Sr. Renan Pinto;2020-04-25;3;Colônia Jesus;7;Nunes de Goiás;+55 (021) 2467-1209;franciscoviana@barros.br;Profissional de marketing
1241;Sr. Thales Almeida;1990-10-03;33;Conjunto Rodrigues;731;Nascimento;+55 (051) 1630-2560;joao-guilhermelima@uol.com.br;Anestesiologista
1242;Sr. Thales Vieira;1992-12-13;31;Núcleo João Lucas Duarte;1;Fogaça de Rezende;+55 (061) 9205 3357;joao-feliperezende@dias.net;Senador
1243;Sr. Vicente Oliveira;2018-10-03;5;Morro Araújo;62;Oliveira;81 0574-1671;isabelly87@gmail.com;Boxeador
1244;Sr. Vinicius Cavalcanti;1984-06-30;39;Aeroporto de Oliveira;54;da Conceição das Pedras;0800-990-7338;maria-luiza53@caldeira.org;Homeopata
1245;Sr. Vitor Silva;1975-06-23;48;Esplanada de da Luz;6;Rezende;(061) 6810-0469;gduarte@yahoo.com.br;Grafologista
1246;Sr. Yago Barbosa;1971-07-09;52;Estação Raul da Cruz;68;Gonçalves de Lopes;11 4298-1185;marianateixeira@yahoo.com.br;Senador
1247;Sr. Yuri Castro;2000-05-28;23;Esplanada de Gomes;33;da Costa de das Neves;81 5624-5463;da-rochaluiz-henrique@ferreira.br;Presidente da República
1248;Sra. Alice da Rocha;1982-12-02;41;Praia de Cunha;558;Melo de Minas;+55 (041) 7356 0163;pintovitoria@melo.net;Borracheiro
1249;Sra. Amanda Nunes;1982-07-08;41;Morro Cavalcanti;87;Pires;51 7041 2969;maysa16@alves.com;Guitarrista
1250;Sra. Amanda Rezende;1973-07-13;50;Viela Fogaça;27;Pinto da Serra;+55 (084) 4632 5414;talmeida@pires.com;Jogador de golfe
1251;Sra. Ana Beatriz Moreira;2022-03-18;1;Loteamento da Cunha;1;Pereira de Fogaça;+55 (061) 9453-6847;milena25@ig.com.br;Secretária
1252;Sra. Ana Beatriz Sales;2017-07-22;6;Largo Mendes;14;Fernandes da Prata;(061) 2105 2348;jduarte@nascimento.com;Reumatologista
1253;Sra. Ana Clara Moraes;1979-03-06;44;Recanto Laura Ferreira;74;Gonçalves das Pedras;71 1847-9425;almeidaantonio@yahoo.com.br;Dentista
1254;Sra. Ana Jesus;1998-05-01;25;Trecho de Nogueira;17;Freitas;+55 31 0024-3053;araujomarina@yahoo.com.br;Presidente da República
1255;Sra. Ana Julia Ribeiro;1973-05-06;50;Condomínio Juan da Cunha;50;Cardoso;+55 21 5730-9382;barbosathiago@campos.org;Comprador
1256;Sra. Caroline Carvalho;2016-06-12;7;Distrito de da Cruz;6;Porto de Jesus;+55 51 8799 4760;flima@araujo.com;Cadista
1257;Sra. Eduarda Pires;2022-08-29;1;Recanto de Moraes;6;Duarte;61 7967 9798;enascimento@das.com;Perito judicial
1258;Sra. Elisa Barbosa;1975-06-08;48;Rua Moura;727;da Paz;+55 (084) 5769-6570;melissa89@nunes.com;Jogador de tênis de mesa
1259;Sra. Eloah Araújo;1980-05-01;43;Vila de da Mata;904;da Rosa;+55 (021) 3901 1653;vcosta@ramos.org;Representante comercial
1260;Sra. Emanuelly Dias;2020-02-09;3;Lago de Rocha;73;Castro;+55 41 6628 6595;cda-paz@gmail.com;Neonatologista
1261;Sra. Emilly Freitas;2016-02-03;7;Estação Yuri Campos;696;Gomes;+55 (061) 9860-5194;castromarina@peixoto.br;Assessor de imprensa
1262;Sra. Emilly Nogueira;1989-05-12;34;Passarela Diogo Caldeira;6;Carvalho Paulista;51 2148 2671;acarvalho@ig.com.br;Continuista
1263;Sra. Gabrielly da Cunha;1986-07-12;37;Vila de Costa;330;Melo;+55 51 3368 2392;wda-mata@da.com;Economista doméstico
1264;Sra. Helena Souza;2013-07-02;10;Vale Azevedo;9;Lima do Galho;(051) 4437-6389;joao-felipeda-mota@peixoto.br;Pedagogo
1265;Sra. Isabel da Cruz;1998-08-25;25;Lagoa Lara Viana;54;Barros Grande;81 8397 1495;arthurdias@almeida.com;Tecnólogo em papel e celulose
1266;Sra. Isabella Gomes;1977-11-03;46;Viaduto Castro;70;Moraes;31 0056 9115;stellavieira@martins.com;Armeiro
1267;Sra. Isabelly Fernandes;1985-07-25;38;Trecho de Cardoso;423;Viana;+55 (011) 0209 9409;qda-cunha@da.com;Entalhador
1268;Sra. Isadora Lopes;2014-10-12;9;Rua João Guilherme Oliveira;6;Viana;71 7041 6829;xnogueira@costela.br;Karateca
1269;Sra. Isis Martins;1998-08-22;25;Rodovia Vitor Melo;43;da Conceição do Norte;(051) 9503-3103;camposluiz-fernando@oliveira.br;Promotor de eventos
1270;Sra. Juliana Rocha;2004-04-12;19;Feira da Rosa;58;Castro;(031) 3258-5680;alice55@yahoo.com.br;Leiloeiro
1271;Sra. Kamilly Oliveira;1986-07-09;37;Loteamento Ramos;91;Duarte;(071) 0594 7399;zmelo@costa.com;Recepcionista
1272;Sra. Luna Aragão;1981-10-09;42;Praça Cavalcanti;48;da Mata do Amparo;(061) 0508-0229;luiz-gustavo08@ig.com.br;Engenheiro petroquímico
1273;Sra. Maria Clara da Mota;1984-11-01;39;Aeroporto Ana Sophia Gonçalves;26;Campos;+55 (071) 7964-9947;cavalcantijoao-pedro@ferreira.org;Turismólogo
1274;Sra. Maria Julia das Neves;1998-08-10;25;Travessa Melo;82;Cunha da Serra;+55 (051) 6741-8693;henriquenascimento@da.com;Peixeiro
1275;Sra. Maria Vitória Mendes;1989-05-14;34;Estação Ana Laura Costela;99;Monteiro;+55 81 8769-7132;rafaelcostela@uol.com.br;Gerente de vendas
1276;Sra. Maria Vitória Mendes;1996-06-10;27;Setor de Ramos;511;Fernandes da Mata;+55 84 3396-2390;da-motajoao@hotmail.com;Windsurfer
1277;Sra. Maria da Cruz;1978-11-11;45;Avenida Vitória Cavalcanti;1;Martins;0300-869-0019;arthur28@ig.com.br;Síndico
1278;Sra. Mariane Rodrigues;1974-11-14;49;Vereda Vitor Gabriel da Cruz;93;Carvalho do Oeste;+55 41 9269 2209;acavalcanti@bol.com.br;Biomédico
1279;Sra. Melissa Alves;2013-01-12;11;Vila da Rosa;13;Martins;41 3184 4164;feliperibeiro@uol.com.br;Designer de jóia
1280;Sra. Rafaela Rodrigues;1998-08-14;25;Recanto de Rocha;72;Campos do Oeste;31 5228 7001;vcostela@nunes.br;Paparazzo
1281;Sra. Rebeca Santos;1979-04-11;44;Recanto Monteiro;39;Pereira do Sul;11 9705 8861;cmendes@nogueira.com;Museólogo
1282;Sra. Sofia Moraes;2013-09-02;10;Pátio das Neves;35;Pereira do Amparo;+55 (031) 7872 6019;isaac03@goncalves.com;Pediatra
1283;Sra. Sophie Almeida;1992-06-09;31;Rodovia da Paz;58;Carvalho da Serra;(084) 0200-3247;isabella70@yahoo.com.br;Sonoplasta
1284;Sra. Stella Carvalho;1978-03-15;45;Via Santos;6;Sales;0800-500-6531;cardosomatheus@gmail.com;Lactarista hospitalar
1285;Sra. Yasmin Lima;2003-05-20;20;Residencial João Miguel Araújo;65;Santos do Galho;(011) 3939 2026;vitorsouza@costa.br;Recepcionista
1286;Sra. Yasmin da Cunha;2014-10-31;9;Morro de da Conceição;98;da Luz;+55 (041) 1319 5597;lavinia77@farias.br;Maestro
1287;Srta. Alícia Fogaça;2001-09-19;22;Loteamento João Miguel Moura;354;Souza;51 1404 4054;enovaes@costela.org;Massoterapeuta
1288;Srta. Amanda Costa;2013-08-17;10;Trecho Pedro Lucas Aragão;23;Fogaça;+55 (011) 7767-1260;ribeirojoao-vitor@souza.com;Timoneiro
1289;Srta. Ana Clara Caldeira;1977-03-04;46;Chácara de Porto;62;Cardoso;71 3683 7241;joao-vitorda-rosa@hotmail.com;Geógrafo
1290;Srta. Bruna Caldeira;1991-02-21;32;Estação Rocha;97;Monteiro;+55 71 7641-5816;maria-alice44@ig.com.br;Editor de mesa de corte
1291;Srta. Bárbara Vieira;2000-10-25;23;Vila de Aragão;61;Araújo;+55 (011) 8181-7089;pedro-lucas04@gmail.com;Ourives
1292;Srta. Eduarda da Paz;1979-11-06;44;Alameda de Araújo;625;Lopes;61 4148 9060;lsilva@lima.com;Carteiro
1293;Srta. Elisa Correia;2003-11-08;20;Conjunto Nathan Porto;77;da Cunha de Novaes;51 5665 2589;jesuscaio@gmail.com;Telefonista
1294;Srta. Elisa Peixoto;1970-09-28;53;Praça de da Cunha;19;Fernandes;11 5776-2071;cavalcantipaulo@caldeira.com;Arquiteto
1295;Srta. Elisa Pires;1994-05-21;29;Alameda da Rocha;51;Pereira;+55 61 2470-8334;maria-cecilia19@hotmail.com;Telegrafista
1296;Srta. Emanuelly Jesus;1999-10-20;24;Praia Sofia da Rosa;73;Pires de Ramos;84 1106-4534;caue78@hotmail.com;Carnavalesco
1297;Srta. Emanuelly Nascimento;2022-03-28;1;Estação Oliveira;8;da Mata;(084) 0641 5807;jmonteiro@hotmail.com;Timoneiro
1298;Srta. Esther Campos;1972-10-31;51;Loteamento Luana Cardoso;6;Cardoso Alegre;+55 84 9435-3146;juan98@uol.com.br;Corregedor de justiça
1299;Srta. Esther Martins;1978-04-02;45;Travessa Raquel Farias;456;Pires das Pedras;61 8203-7173;gomesisabel@hotmail.com;Engenheiro de telecomunicações
1300;Srta. Isabella Lopes;1986-06-01;37;Estação de da Paz;75;Rocha;(084) 0114 3822;calebe90@freitas.net;Relações públicas
1301;Srta. Isadora Monteiro;2008-11-25;15;Setor Thales Jesus;93;Porto do Campo;+55 31 5264 6526;yago42@hotmail.com;Paparazzo
1302;Srta. Kamilly Nunes;2009-08-30;14;Praia da Luz;74;Mendes;(041) 8987-0236;wcavalcanti@da.br;Mensageiro
1303;Srta. Laura Mendes;1970-04-15;53;Travessa Vitor Sales;7;Fernandes;71 4797-2400;lucas-gabriel75@almeida.net;Gastroenterologista
1304;Srta. Letícia Dias;2006-08-21;17;Distrito de das Neves;79;Duarte;+55 61 2119-2970;ramoslavinia@hotmail.com;Geradorista
1305;Srta. Marcela Moura;1971-01-22;53;Praça Almeida;79;Peixoto das Flores;+55 71 8795 6328;costelavitor@bol.com.br;Viveirista
1306;Srta. Maria Alice Aragão;1985-12-22;38;Lago de da Cruz;45;Cardoso do Galho;+55 (051) 4290-7844;onascimento@uol.com.br;Violonista
1307;Srta. Maria Clara da Rosa;2006-08-09;17;Avenida Sophia Jesus;640;Silveira Paulista;61 4189-2578;ida-luz@yahoo.com.br;Produtor musical
1308;Srta. Mirella Santos;1989-08-25;34;Colônia Gabriela Nunes;2;Gomes das Pedras;(051) 3859 1194;joanaribeiro@silveira.com;Gandula
1309;Srta. Natália Rocha;1996-04-28;27;Feira Ferreira;99;Cardoso Grande;(081) 9446-1276;esther21@alves.com;Polidor de produção
1310;Srta. Nicole Porto;1992-03-27;31;Setor Vinicius Barros;26;Melo das Pedras;11 7037 1169;araujogiovanna@da.org;Guarda roupeiro
1311;Srta. Olivia Gonçalves;2004-01-25;20;Lagoa Farias;94;Viana de Rezende;31 6048 2855;vitoriarezende@pinto.br;Atleta de arremesso de peso
1312;Srta. Pietra Cardoso;2003-06-21;20;Esplanada Juan Carvalho;68;Farias;84 6314 0759;das-nevespedro-henrique@duarte.br;Dublador
1313;Srta. Rafaela Vieira;1973-01-31;51;Rua Enzo Gabriel Carvalho;63;Almeida de Minas;84 8595 1712;da-cruzamanda@cunha.br;Piloto automobilístico
1314;Srta. Rebeca Melo;2004-04-20;19;Campo Duarte;22;Ferreira do Norte;+55 (061) 9063-8868;kamilly93@almeida.br;Bedel
1315;Srta. Sabrina Moura;1982-11-25;41;Travessa Theo Cardoso;8;Freitas do Sul;+55 51 4758 1790;eloah41@teixeira.br;Patologista
1316;Srta. Sarah Cunha;2005-07-07;18;Praia de Barbosa;98;Gomes;11 4342-0519;marcelodas-neves@ig.com.br;Revisor
1317;Srta. Sophie Farias;1983-10-19;40;Feira Luiz Fernando Rodrigues;83;Nunes do Norte;+55 84 0619-7944;gustavo-henriqueviana@uol.com.br;Manobrista
1318;Stella Gonçalves;2005-01-28;18;Condomínio Alves;10;da Rocha das Flores;71 5168-3124;fariasana-beatriz@ig.com.br;Biomédico
1319;Stella Nascimento;1984-11-01;39;Travessa de Rodrigues;19;da Mata Verde;(021) 6668 5952;usilveira@duarte.com;Cumim
1320;Stella Souza;2015-11-13;8;Feira Carvalho;57;Nogueira;+55 41 5041 4451;maria-fernandapeixoto@ramos.net;Engenheiro cartográfico
